coffee_cups_per_day,caffeine_mg,age,body_weight_kg,exercise_minutes,water_intake_liters,sleep_hours,stress_level,heart_rate,sleep_quality,caffeine_per_kg
3.745401188473625,373.6408184666985,39,61.044319845471165,266.7014538213288,2.421422484268581,11.318061732198593,9.677943645990139,98.0828932343484,3.360208721535974,6.120812213364658
9.50714306409916,332.91209623140327,19,52.39502103453739,37.64727543699647,4.280946014225448,5.021501220928657,10.0,136.9439134790483,2.2596493139030933,6.3538880156562305
7.319939418114051,176.15391250286007,21,112.42759513324478,135.09229574166835,0.5097711249659787,4.705566280357469,10.0,118.96236290425789,4.884061002918256,1.5668209596948983
5.986584841970366,607.266670101488,62,102.69339887951665,126.95814195105393,3.901698470502587,4.987545454745159,4.1220181217859935,98.17696045342382,2.6907278624493216,5.913395376210634
1.5601864044243652,476.6241605086289,30,94.32836877829459,97.13857151817643,2.896753931178199,7.38588574396033,3.4026433070116626,74.60621863614516,4.212965402810212,5.052818856953481
1.5599452033620265,865.7009923240037,72,114.93733114302961,144.05002965020984,2.4983263708720145,8.34540611046391,4.26638501615548,76.33249604912109,1.0,7.531939220397534
0.5808361216819946,32.109580482058256,49,90.2553630144748,264.2185433546899,4.382939545021555,4.757911774530527,8.689637319059797,80.28345524652957,7.072012999461479,0.35576368439079514
8.661761457749352,643.8679275551264,76,59.08115269078836,292.0985801297548,0.5906006656608787,10.287876653648015,10.0,130.74896791203943,1.0,10.898025820940273
6.011150117432088,762.9488785115611,39,62.38051324545055,0.8528662151550903,4.953770719528665,5.6012874207272425,9.852853701638033,109.76145799043651,1.0,12.230564303143233
7.080725777960454,759.486569188307,42,59.252875123666755,221.70946293393783,4.273167212905849,8.483715329829337,5.332697423818506,106.06902373743928,1.0,12.817716737005279
0.20584494295802447,886.0739670955251,44,71.53606089061228,184.52436009390624,1.628684650654969,7.928983992885766,5.598642056159939,72.22650882711,1.0,12.386395840979345
9.699098521619943,729.033742829494,72,76.56477831795297,298.35364415590357,2.2578822679195003,11.245084632736441,10.0,135.65735405955996,1.0,9.52179002990138
8.324426408004218,927.8100616476963,34,105.77873452792812,26.979418766600883,0.1250165485615845,11.146427918540368,8.42188403125089,118.46590010252287,1.0,8.771234273016683
2.1233911067827616,332.6565998208915,23,63.38777380117404,243.40389047331092,2.6380249841628594,5.907296843229841,2.6491588737069867,75.91527328132779,5.878686339678989,5.247961552717129
1.8182496720710062,503.2094167515431,60,100.77556069905914,280.17845383658977,2.7385978566080187,8.307400736100563,8.925350919067629,86.94195019849028,2.2903005567642802,4.993367571074612
1.8340450985343382,14.079663282890674,68,84.38599514801552,273.6346895768452,4.632878657376131,11.883201091711857,7.831099804039891,84.83242510075146,7.509873425959126,0.16684834086739783
3.0424224295953772,6.957587303291213,33,119.9761944789791,168.17181126534456,1.9396283768675515,6.654777994582828,6.72395332656315,88.66001880110318,7.9132381289981435,0.05799139848955823
5.247564316322379,240.1266204515199,25,104.36077227314084,98.26684350501527,2.8530897678748675,4.589354173816909,10.0,108.78189622178178,4.217122599459319,2.3009279753415632
4.319450186421157,100.80719713908526,78,117.8267092057305,191.97115110926515,3.703086722325359,9.744259561674458,10.0,103.21152230263792,5.74978732302933,0.855554719457297
2.9122914019804194,260.21136793575363,50,73.96460511447299,91.82159856697014,3.042582190606657,8.025550520705643,8.76478092057661,92.09101885105532,4.7684520444694805,3.5180525540970797
6.118528947223795,177.0432945283974,27,58.613513521638055,123.6807777901199,0.7808693918801762,11.517063171699355,10.0,115.6729031260835,4.467528296221347,3.020520079606544
1.3949386065204183,28.52002483864824,51,85.4127063601644,133.71749543755786,0.8590762996287837,8.601598438920632,5.782965665109968,78.54062436282203,7.979910052080527,0.3339084552406793
2.9214464853521815,909.3041464060494,36,58.69676317044318,90.58505292437903,0.6916975090345368,8.09197145465954,9.021083337570506,92.6493991019019,1.0,15.491555194715245
3.663618432936917,8.223131388891524,31,84.47161934034455,102.54820942320735,1.088644807751617,11.318775003050117,10.0,98.93398252940511,6.8253851314030065,0.09734786018200635
4.56069984217036,736.0821443370854,20,68.89587183227663,2.1939356901553686,1.6416488673206187,7.043068009486615,9.00069962845917,100.80489846777013,1.0,10.683980400582472
